"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"F_PPM";"U_PPM";"CA_PCT";"FE_PCT";"MG_PCT";"TI_PCT"
2830;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2831;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
2832;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2833;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"10";;;;;;;;"10";;;;;;;
2834;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2835;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2836;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2837;"DAJ063";;-54.507778079;-3.854254267;"1521-DM-S-341";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"500";"< 1";"ND";"ND";"5";"300";"< 5";"ND";"5000";"ND";"10";"ND";"15";"ND";"< 5";"ND";"ND";"20";"ND";"20";"ND";"> 1000";;;"0,1";"2";"0,15";"> 1"
2838;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2839;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
2840;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2841;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"0,5";;;"5";;;;;;"5";;;;;;;;"20";;;;;;;
2842;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2843;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2844;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2845;"DAJ065";;-54.479576204;-3.848277358;"1521-DM-S-343";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"200";"< 1";"ND";"ND";"10";"30";"5";"ND";"1500";"ND";"< 10";"< 5";"10";"ND";"< 5";"ND";"ND";"50";"ND";"10";"ND";"> 1000";;;"0,1";"1,5";"0,1";"1"
2846;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2847;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
2848;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2849;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"0,5";;;"< 5";;;;;;"5";;;;;;;;"5";;;;;;;
2850;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2851;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2852;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2853;"DAJ066";;-54.526217018;-3.818618827;"1521-DM-S-344";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"200";"< 1";"ND";"ND";"10";"70";"100";"ND";"3000";"ND";"20";"5";"10";"ND";"5";"ND";"ND";"500";"ND";"10";"ND";"> 1000";;;"< 0,05";"3";"7,0000000000000007E-2";"> 1"
2854;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2855;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
2856;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2857;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"0,5";;;"5";;;;;;"5";;;;;;;;"15";;;;;;;
2858;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2859;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2860;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2861;"DAJ067";;-54.551753796;-3.833810315;"1521-DM-S-345";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"300";"< 1";"ND";"ND";"5";"50";"15";"ND";"1000";"ND";"20";"< 5";"10";"ND";"5";"ND";"ND";"100";"ND";"20";"ND";"> 1000";;;"0,05";"1,5";"0,1";"> 1"
2862;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2863;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
2864;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2865;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"0,5";;;"5";;;;;;"10";;;;;;;;"10";;;;;;;
2866;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2867;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2868;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2869;"DAJ068";;-54.582033181;-3.833185286;"1521-DM-S-346";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"300";"< 1";"ND";"ND";"10";"20";"15";"ND";"1000";"ND";"20";"< 5";"15";"ND";"5";"ND";"ND";"70";"ND";"68";"ND";"> 1000";;;"0,5";"1";"0,05";"> 1"
2870;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2871;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;
2872;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2873;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"5";;;;;;;;"< 5";;;;;;;
2874;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2875;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2876;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2877;"DAJ069";;-54.599124812;-3.833230011;"1521-DM-S-347";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"70";"< 1";"ND";"ND";"5";"20";"15";"ND";"1000";"ND";"20";"< 5";"10";"ND";"10";"ND";"ND";"70";"ND";"30";"ND";"> 1000";;;"< 0,05";"1,5";"< 0,02";"> 1"
2878;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2879;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
2880;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2881;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"ND";;;"5";;;;;;"5";;;;;;;;"< 5";;;;;;;
2882;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2883;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2884;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2885;"DAJ070";;-54.599141138;-3.826902786;"1521-DM-S-348";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"20";"< 1";"ND";"ND";"5";"20";"50";"ND";"1000";"ND";"20";"5";"10";"ND";"7";"ND";"ND";"150";"ND";"20";"ND";"> 1000";;;"0,05";"2";"0,02";"> 1"
2886;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2887;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;
2888;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2889;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;"10";;;;;;;;"5";;;;;;;
2890;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2891;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2892;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2893;"DAJ071";;-54.628803869;-3.836018664;"1521-DM-S-349";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"< 20";"< 1";"ND";"ND";"10";"30";"200";"ND";"2000";"ND";"20";"20";"15";"ND";"15";"ND";"ND";"500";"ND";"15";"ND";"> 1000";;;"0,05";"5";"7,0000000000000007E-2";"> 1"
2894;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2895;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;
2896;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2897;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;"10";;;;;;;;"10";;;;;;;
2898;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2899;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2900;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2901;"DAJ072";;-54.582033181;-3.833185286;"1521-DM-S-351";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"100";"< 1";"ND";"ND";"< 5";"10";"15";"ND";"700";"ND";"20";"< 5";"10";"ND";"5";"ND";"ND";"70";"ND";"68";"ND";"> 1000";;;"0,1";"1";"0,02";"> 1"
2902;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2903;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"0";;;;;;;;;;;;;;;;;;;;;
2904;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2905;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;"< 5";;;;;;;;"< 5";;;;;;;
2906;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2907;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"< 50";;;;;
2908;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;
2909;"DAJ073";;-54.355702826;-3.812866993;"1521-DM-S-352";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"70";"< 1";"ND";"ND";"ND";"10";"ND";"ND";"100";"ND";"< 10";"ND";"10";"ND";"ND";"ND";"ND";"20";"ND";"10";"ND";"> 1000";;;"< 0,05";"0,15";"< 0,02";"0,5"
2910;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2911;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;;
2912;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2913;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"1";;;"40";;;;;;"20";;;;;;;;"45";;;;;;;
2914;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;
2915;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;;;;"110";;;;;
2916;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;
2917;"DAJ074";;-54.347849962;-3.792485288;"1521-DM-S-353";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"20";"150";"< 1";"ND";"ND";"30";"70";"100";"20";"2000";"ND";"20";"50";"20";"ND";"20";"ND";"ND";"700";"ND";"20";"ND";"500";;;"0,05";"10";"0,2";"> 1"
2918;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;
2919;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;
2920;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2921;"DAJ075";;-54.351314485;-3.80510654;"1521-DM-S-354";"Sulfetos de Altamira-Itaituba";"Sedimento de Corrente";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"0,5";;;;;;;"1";;;"10";;;;;;"25";;;;;;;;"100";;;;;;;
